CRITERIA,PAIN_CAT,ICD_VERSION,ICD9_OR_10,ICD_DESC
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11271,"Other chondrocalcinosis, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11272,"Other chondrocalcinosis, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11279,"Other chondrocalcinosis, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1128,"Other chondrocalcinosis, vertebrae"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1129,"Other chondrocalcinosis, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1180,"Other specified crystal arthropathies, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11811,"Other specified crystal arthropathies, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11812,"Other specified crystal arthropathies, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11819,"Other specified crystal arthropathies, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11821,"Other specified crystal arthropathies, right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11822,"Other specified crystal arthropathies, left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11829,"Other specified crystal arthropathies, unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11831,"Other specified crystal arthropathies, right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11832,"Other specified crystal arthropathies, left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11839,"Other specified crystal arthropathies, unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11841,"Other specified crystal arthropathies, right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11842,"Other specified crystal arthropathies, left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11849,"Other specified crystal arthropathies, unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11851,"Other specified crystal arthropathies, right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11852,"Other specified crystal arthropathies, left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11859,"Other specified crystal arthropathies, unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11861,"Other specified crystal arthropathies, right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11862,"Other specified crystal arthropathies, left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11869,"Other specified crystal arthropathies, unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11871,"Other specified crystal arthropathies, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11872,"Other specified crystal arthropathies, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M11879,"Other specified crystal arthropathies, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1188,"Other specified crystal arthropathies, vertebrae"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1189,"Other specified crystal arthropathies, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M119,"Crystal arthropathy, unspecified"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1200,"Chronic postrheumatic arthropathy [Jaccoud], unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12011,"Chronic postrheumatic arthropathy [Jaccoud], right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12019,"Chronic postrheumatic arthropathy [Jaccoud], unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12021,"Chronic postrheumatic arthropathy [Jaccoud], right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12022,"Chronic postrheumatic arthropathy [Jaccoud], left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12032,"Chronic postrheumatic arthropathy [Jaccoud], left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12041,"Chronic postrheumatic arthropathy [Jaccoud], right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12051,"Chronic postrheumatic arthropathy [Jaccoud], right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12052,"Chronic postrheumatic arthropathy [Jaccoud], left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12059,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12061,"Chronic postrheumatic arthropathy [Jaccoud], right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12062,"Chronic postrheumatic arthropathy [Jaccoud], left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12071,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12072,"Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12079,"Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1208,"Chronic postrheumatic arthropathy [Jaccoud], other specified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1209,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1210,"Kaschin-Beck disease, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12111,"Kaschin-Beck disease, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12112,"Kaschin-Beck disease, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12119,"Kaschin-Beck disease, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12121,"Kaschin-Beck disease, right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12122,"Kaschin-Beck disease, left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12129,"Kaschin-Beck disease, unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12131,"Kaschin-Beck disease, right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12132,"Kaschin-Beck disease, left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12139,"Kaschin-Beck disease, unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12141,"Kaschin-Beck disease, right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12142,"Kaschin-Beck disease, left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12149,"Kaschin-Beck disease, unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12151,"Kaschin-Beck disease, right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12152,"Kaschin-Beck disease, left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12159,"Kaschin-Beck disease, unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12161,"Kaschin-Beck disease, right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12162,"Kaschin-Beck disease, left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12169,"Kaschin-Beck disease, unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12171,"Kaschin-Beck disease, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12172,"Kaschin-Beck disease, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12179,"Kaschin-Beck disease, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1218,"Kaschin-Beck disease, vertebrae"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1219,"Kaschin-Beck disease, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1220,"Villonodular synovitis (pigmented), unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12211,"Villonodular synovitis (pigmented), right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12212,"Villonodular synovitis (pigmented), left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12219,"Villonodular synovitis (pigmented), unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12221,"Villonodular synovitis (pigmented), right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12222,"Villonodular synovitis (pigmented), left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12229,"Villonodular synovitis (pigmented), unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12231,"Villonodular synovitis (pigmented), right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12232,"Villonodular synovitis (pigmented), left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12239,"Villonodular synovitis (pigmented), unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12241,"Villonodular synovitis (pigmented), right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12242,"Villonodular synovitis (pigmented), left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12249,"Villonodular synovitis (pigmented), unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12251,"Villonodular synovitis (pigmented), right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12252,"Villonodular synovitis (pigmented), left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12259,"Villonodular synovitis (pigmented), unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12261,"Villonodular synovitis (pigmented), right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12262,"Villonodular synovitis (pigmented), left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12269,"Villonodular synovitis (pigmented), unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12271,"Villonodular synovitis (pigmented), right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12272,"Villonodular synovitis (pigmented), left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12279,"Villonodular synovitis (pigmented), unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1228,"Villonodular synovitis (pigmented), other specified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1229,"Villonodular synovitis (pigmented), multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1230,"Palindromic rheumatism, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12311,"Palindromic rheumatism, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12312,"Palindromic rheumatism, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12319,"Palindromic rheumatism, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12321,"Palindromic rheumatism, right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12322,"Palindromic rheumatism, left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12329,"Palindromic rheumatism, unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12331,"Palindromic rheumatism, right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12332,"Palindromic rheumatism, left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12339,"Palindromic rheumatism, unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12341,"Palindromic rheumatism, right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12342,"Palindromic rheumatism, left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12349,"Palindromic rheumatism, unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12351,"Palindromic rheumatism, right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12352,"Palindromic rheumatism, left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12359,"Palindromic rheumatism, unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12361,"Palindromic rheumatism, right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12362,"Palindromic rheumatism, left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12369,"Palindromic rheumatism, unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12371,"Palindromic rheumatism, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12372,"Palindromic rheumatism, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12379,"Palindromic rheumatism, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1238,"Palindromic rheumatism, other specified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1239,"Palindromic rheumatism, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1240,"Intermittent hydrarthrosis, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12411,"Intermittent hydrarthrosis, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12412,"Intermittent hydrarthrosis, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12419,"Intermittent hydrarthrosis, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12421,"Intermittent hydrarthrosis, right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12422,"Intermittent hydrarthrosis, left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12429,"Intermittent hydrarthrosis, unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12431,"Intermittent hydrarthrosis, right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12432,"Intermittent hydrarthrosis, left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12439,"Intermittent hydrarthrosis, unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12441,"Intermittent hydrarthrosis, right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12442,"Intermittent hydrarthrosis, left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12449,"Intermittent hydrarthrosis, unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12451,"Intermittent hydrarthrosis, right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12452,"Intermittent hydrarthrosis, left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12459,"Intermittent hydrarthrosis, unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12461,"Intermittent hydrarthrosis, right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12462,"Intermittent hydrarthrosis, left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12469,"Intermittent hydrarthrosis, unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12471,"Intermittent hydrarthrosis, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12472,"Intermittent hydrarthrosis, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12479,"Intermittent hydrarthrosis, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1248,"Intermittent hydrarthrosis, other site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1249,"Intermittent hydrarthrosis, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M1250,"Traumatic arthropathy, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12511,"Traumatic arthropathy, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12512,"Traumatic arthropathy, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12519,"Traumatic arthropathy, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M12521,"Traumatic arthropathy, right elbow"
